Text,True Label,Predicted Label
thanks to mrs sturdy and her students at <unk> for paicipating in the valentines for veterans project to help show our veterans how much they are loved and appreciated …,0,1
we have lost another virgin islander to irma condolences to his loved ones and all the unsung heroes of the vi water and power authority,0,1
cbs46 for health hair interview on <unk> tune in at 12 30pm today,0,1
to force a child to carry an unwanted pregnancy to term - against her will - is a page straight out of the <unk> s tale justice for jane,0,1
during national police week we pay tribute to the brave law enforcement officers who have lost their lives in the line of duty we will never forget their courage and sacrifice and are forever indebted to them for their work to protect our communities,0,1
americanair you sent this to the wrong guy <unk> is <unk> for passengers 🤦🏻‍♂️ dontprivatizeourskies,0,1
<unk> students at mckinley school a <unk> in pasadena staed paicipating in a amarch4ourlives demonstration at 10 a m,0,1
it was great meeting with high school students from <unk> in west haford thank you for stopping by today,0,1
we closed out womens history month with a special event where we announced the winners of our women who inspire me essay competition this year s winners wrote about their mom their grandmother and their teacher,0,1
our dc office hosts a weekly open house at 9 00am on wednesday when congress is in session & visiting constituents are invited to come by for coffee and bagels today il10 manufacturers <unk> students and more stopped by join our next bagelswith brad on may 16,0,1
thank you repmikecoffman,0,1
happy 241st bihday to the u s marine corps thank you to all who serve,0,1
so glad to hear san diego has been selected as a finalist for the new army futures command we are a navy town so make sure you learn the navy song before you arrive <unk>,0,1
let this be a reminder that using our health care system as a political hostage is not harmless there are 27 million innocent bystanders left vulnerable by speaker ryan and leader mcconnell s failure to govern …,0,1
some of these bills are ideas decades in the making i hear time & time again from veterans across ct about how impoant legislation like the blue water navy vietnam veterans act is they joke they are glad they didn t die before seeing this bill go forward,0,1
the american people deserve better than this,0,1
potus while you re in sd visiting your wasteful border wall prototypes you should stop by the tijuana river valley i can think of better ways to use the you want to waste on your <unk> improving our infrastructure to prevent sewage spills that pollute our beaches,0,1
the tax law eliminates or reduces deductions middle class home owners count on to make home ownership more affordable yesterday i talked to the kitsap association of realtors about the impoance of policies that suppo home ownership here s more info,0,1
another rough day for our country but i have faith in our future as i left for the day i saw a 13 <unk> walk past my office stop smile and then snap a pic of the pride flag that hangs on our door,0,1
did you know the irs offers steps you can take now to ensure smooth processing of your taxes in 2018 get ready,0,1
according to <unk> more than 115 americans die of an opioid overdose every day on this national prescription drug take back day you can help prevent opioid abuse by <unk> unneeded prescriptions at one of 26 locations in delaware by going to,0,1
yet another reason to visit during the winter,0,1
earlier this week paid tribute to louiseslaughter on the house floor where she served as a champion for the people for over 3 decades today in rochester we honor her incredible life and work,0,1
good to see the nj building & construction trades council here in dc we talked about the impoance of apprenticeships like the ibew program i attended & my 529 options act,0,1
engineorg repzoelofgren and thejusticedept agree that the repmimiwalters amendment to fosta is not the right way to go after sex t…,0,1
honored to be with you all tonight celebrating the anniversary for the passage of the 2nd chance act,0,1
<unk> and yet the u s is nowhere to be found totally blind to what is happening on the island at the biggest political transi…,0,1
a member of my staff is on the ground in marion co to survey some of the damage from last night s storm hope everyone is safe <unk>,0,1
today i entered a statement for the congressional record to honor our hometown olympic hero gold medalist jessdiggs the entire state of minnesota shares immense pride in jessie s historic victory may 12 2018 will forever be known as jessie diggins day in <unk>,0,1
wishing president moon and our ally the republic of korea every success during the historic inter-korean summit this friday at the dmz proud to represent one of the largest korean american <unk> in the nation and proud to suppo the u s <unk> alliance <unk>,0,1
never has there been a more impoant time to guarantee that each voice can freely speak up and speak out,0,1
thank you <unk> for hosting me on friday it was great to talk about my trip to israel last year for reasons of history that we can never forget the relationship between the u s and israel is not just strategic but sacred,0,1
good luck at the olympics team u s a we re rooting for you pyeong chang2018,0,1
army 14 navy zero beat navy,0,1
getting ready for more syria talk this time on foxnews,0,1
i was honored to paicipate in the groundbreaking for the dwight d eisenhower memorial he was a hero & leader for our country,0,1
there is no effective treatment for alzheimer s no way to prevent the disease & no method for slowing its progression we have reached crisis <unk> w/ alzheimer s & i will continue working for more <unk> s research we must stand together to end alzheimers end alz …,0,1
craigcaplan cspan repdinatitus repkihuen d-nv on yucca bill i m here to send a message that we are going to continue <unk>,0,1
discharge petitions are a way we can force the house to bring a bill to the floor for consideration against the speaker s wishes 2/3,0,1
staradveiser had a great aicle about rimpac and some of china s latest acts in the south china sea,0,1
at summit pacific medical center in <unk> <unk> harbor residents can get great care close to home thanks for the tour and the update,0,1
great to see <unk> at aipac this week and discuss <unk> the u s -israeli relationship and preventing a nuclear iran,0,1
repmarcykaptur housegop has been kicking the can down the road and <unk> to do their jobs among the list of priorities the gop…,0,1
our communities are strongest when we work together to build something better thanks to <unk> and all of our amazing worcester volunteers for showing us the power of neighbors helping neighbors this is how we keep central m a strong national rebuilding day,0,1
thanks for inviting me,0,1
check out some amazing t-shi designs from local aists at <unk> my favorite is their <unk> one small business week // dyk – 111 media collective staed as an open studio but has evolved into a resource for <unk> education & collaboration for aists,0,1
feliz <unk> <unk> <unk> as world s 2nd most spoken language it deserves a celebration un spanish language day,0,1
greatly enjoyed touring allisontrans facilities last week i thank you for all of your great work to suppo american manufacturing,0,1
12 000 texas guardsman did not drill this weekend vital readiness drills and paychecks these citizen soldiers will never get back military readiness will be damaged during trump shutdown,0,1
hear no evil see no evil house intelligence committee republicans find no evidence of trump campaign collusion read more …,0,1
i don t trust realdonaldtrump to act lawfully against syria he should only act under congressional authorization,0,1
i am a strong suppoer of israel but in the interest of peace i currently do not suppo moving the us embassy to jerusalem …,0,1
trump admin nomination of adm harry harris as <unk> to <unk> would be good move highly qualified as pacom cmdr <unk> reader,0,1
the hearing is scheduled for tomorrow,0,1
the numbers prove it is all too easy for children to get their hands on e-cigarettes and <unk> chemicals including in <unk> shops and online we know these devices are addictive gateways to tobacco products read about the roundtable i hosted today …,0,1
with compassion and grace barbara bush inspired generations of americans my deepest condolences go to president george h w bush and her entire family,0,1
born in 1920 near <unk> texas liz carpenter began a career in journalism when few options were available to women carpenter worked to become the executive assistant for lady bird <unk> for women s rights along the way womens history month,0,1
barbara bush led a full life of grace and leaves behind a great legacy i offer my deepest condolences to the bush family this evening for their loss …,0,1
spoke w/ <unk> hs students today at at&t s itcanwait event & announced my new bill to help prevent distracteddriving more info here,0,1
reminder the 2018 congressional a competition is underway and our office is still accepting original works from high school aists complete contest guidelines and submission forms are available here …,0,1
serving the amazing people of the 2nd district is the greatest job in the world thank you to the center for disability and elder law for recognizing my work to uplift seniors and those living with disabilities …,0,1
it s like they want to be caught,0,1
a word of truth,0,1
thinking for our neighbors to the west california we stand with you and pray for a speedy end to these devastating wildfires,0,1
repbeatty congratulations repmarcykaptur thank you for your leadership advice and friendship all these years what an amazing acc…,0,1
plus with insufficient funding and vague language about how to implement new programs within the two-year required <unk> these requirements are solutions in search of a problem,0,1
icymi lawmakers need to ensure we fund resources and research effos to prevent future natural disasters from becoming national tragedies my legislation boosts scientific progress and helps communities better prepare for when landslides do occur …,0,1
take time this week to thank all the incredible nurses in our community for their dedication and service national nurses week,0,1
this week s action <unk> it out,0,1
a recent poll showed that <unk> americans suppo roev wade i m proud to be one of the 7in10for roe,0,1
yesterday i attended an event at the loc where i engaged with various discussions with members of congress l/r rep henry cuellar acting chief patrol agent jason owens senator rand paul rep thomas massie and <unk> sailor,0,1
more broadly mr zuckerberg s testimony is a reminder of the increased role that ai will have across a variety of platforms in the years to come if congress isn t aware of this by now it is clear that they should be,0,1
tomorrow team clark invites you to our monthly office hours dedicated to helping seniors with any assistance they may need details below,0,1
check out the full aicle here,0,1
proud of all the visible women for making themselves known and sharing their beautiful a today as chair of respectcreators i m working to protect copyright and ensure that all creators are able to make a living from their works,0,1
my statement on agriculture committee chairman s call for a loyalty pledge on house farm bill,0,1
my bill was marked up last week during a recent transpo hearing you can view my remarks here,0,1
this arbor day here s a fbf photo of me watering the red oak the uscapitol planted two years ago in honor of my father the late rep edward r roybal if you tour washington dc be sure to visit this tree on the south side of the u s,0,1
<unk> mayor sheila <unk> i talk to residents and they are frustrated in what s happening in our community i hope this dialogue will bring about some changes and suppo citiesand towns,0,1
1/2 -- during better hearing and speech month we can all raise awareness about communication disorders this year the american <unk> hearing association announced their theme communication for all,0,1
my deepest sympathies to deputy gentry s family the highlands county sheriff s office and his community,0,1
housegop is blocking the public from entering the house gallery to keep them from seeing this protest disgraceful no bill no break,0,1
got the chance to ride along with a ups driver chris this morning always appreciate the chance to see the hard work of folks in the hudson valley firsthand,0,1
i m on cspanwj right now until 9am et looking forward to taking your calls,0,1
our military servicemembers veterans and their families sacrifice so much to protect our freedom they are true american heroes we must do everything we can to ensure they receive the resources justice and benefits they have earned military appreciation month,0,1
<unk> thank you repronkind for doing the right thing & voting no on the american health care act,0,1
it s not often you can say this but it would be better for our national security if the president of the united states watched <unk> every morning or anything for that matter other than fox news,0,1
frank is a fighter for those he loves i ve seen it every day we ve served together in how he fights for his neighbors it s now up to all of us to fight for him with our prayers and good thoughts please pray for frank and his family,0,1
will be on cspanwj to discuss n korea and take your calls,0,1
i m joining mariabairomo on morningsmaria today at 7 am et to discuss news of the day you can watch live on foxbusiness,0,1
a wonderful evening last night celebrating the career of john carroll the dedicated town manager of norwood for the last 39 years his hard work will leave a positive lasting impact on the town of norwood here s to a happy & healthy retirement,0,1
tonight i was proud to join members of georgia s congressional delegation for a special order on the house floor in honor of my friend and mentor former senator and governor zell miller i truly thank god for sending zell miller our way,0,1
<unk> from holmes county we appreciate what you are doing to get your counterpas on board to assure we have have the resources we need thank you for your presence here today farmers roundtable ag,0,1
ahca does not improve the well-being of americans you can watch my full speech in opposition to the bill here,0,1
today i was pleased to meet with a group of colorado members of nationalnurses they re visiting washington to advocate for medicare for all and better workplace safety both of which will improve our health care system for patients and those who care for them nurses week,0,1
april 21st marks the beginning of national park week to celebrate national parks will be free this saturday take the time to explore nevada s natural wonders at lakemeadnps and greatbasinnps,0,1
realdonaldtrump eo threatens americans with pre-existing conditions through changes in health insurance regs,0,1
<unk>,0,1
repderekkilmer repkathleenrice repjoshg & l i wrote an op-ed in thehill about national strategy to prevent cyber attacks,0,1
cau more highlights from the 25th anniversary jazz under the stars with <unk> hbcu we are c a u photo credit cuis mcdowell ht…,0,1
subcommittee on higher ed & workforce development held a hearing on closing the skills gap tackling the shoage of skilled workers will take the cooperation of businesses schools and the workforce development system to expand evidence-based programs …,0,1
hours before the house edworkforce committee holds its first hearing on mine safety in more than two years researchers say they ve found an astonishing concentration of advanced black lung disease in southwestern virginia s mining community …,0,1
spoke today in favor of an amdt to prevent the milcon-va approps bill from funding a border wall we can t let unnecessary border wall construction dive money from critical veteran or security priorities—and despite what potus says american taxpayers will end up paying for it,0,1
i m proud to see the strengthening protections for social security beneficiaries act pass the senate and head to the president s desk this bill will provide protections for the most vulnerable social security beneficiaries read here …,0,1
i was honored to join <unk> this morning to talk about impoant issues at home & abroad that matter to arab americans arab americans lead …,0,1
rockland is already doing the best it can with limited resources and an emergency declaration would help make it whole again …,0,1
congrats to <unk> <unk> and <unk> county school system for being named the innovation fund implementation & scaling grantees for nov 2017 by <unk>,0,1
if republicans love the children s healthcare insurance program chip so much why didn t they just extend it when the authorization was up sho answer they knew they could use it as leverage over dems who genuinely care about chip trump shutdown,0,1
i had an excellent discussion this morning with matthew <unk> head of prattandwhitney military engines <unk> engines are providing our armed services w/ the most advanced aircraft capabilities in the world & suppo thousands of jobs in the 1st district,0,1
he estimated that it s about 45 billion dollars to replace the lead service lines across the country and believes we can prioritize funding up to 4 billion a year in over a 10-year process,0,1
one in 10 americans has a rare disease including thousands of hoosiers today on rarediseaseday repryancostello and i are introducing the rare disease advancement research and education rare act to help these patients and their families,0,1
i would like to thank the house of israel <unk> culture center for inviting me to <unk>,0,1
it was great to finally meet you taylor,0,1
thank you to everyone who attended my in-person town halls in iowa and sauk counties it was great to hear from so many of you on such a wide range of issues i always enjoy hearing directly from my constituents about how i can keep fighting for you,0,1
always remembering our nasa heroes who lost their lives in the pursuit of scientific discovery & space exploration,0,1
today i joined mcasmiramarca to honor the four marines we tragically lost in a helicopter crash last month san diego s loss is a stark reminder that our troops put their lives on the line every day for our freedom their service and sacrifice will not be forgotten,0,1
grateful to the <unk> for inviting me to join them tonight i m proud to be in this fight with you,0,1
<unk> book cover finally approved grit grace steam,0,1
honored to accept militaryofficer association of america s congressional leadership award we ll keep working to honor our country s commitment to veterans and military families,0,1
great to see osuprezdrake in dc for the 2018 ohiostate scarlet and gray breakfast oh go bucks,0,1
i m proud to introduce the bipaisan water infrastructure resiliency and sustainability act to encourage water infrastructure projects that help communities and businesses adapt to the threats of climate change,0,1
today i spoke in education and workforce committee markup in full suppo of h r <unk> the suppoing youth,0,1
friday april 20 2018 is the deadline for the 2018 congressional a competition for high school students in michigan s 9th congressional district find out more about the competition guidelines and how to submit your awork here …,0,1
may is national foster care month and i m proud to work with the congressional caucus on foster youth to make foster youth voices heard i m hoping that both sides can come together this month to improve foster care and suppo our children & families,0,1
congresswoman louise slaughter was an icon and true champion for others she fearlessly led by example and it was an honor to have served alongside her sending my deepest condolences to her family and loved ones,0,1
<unk> to des_linden on becoming the first american woman to win the boston marathon in 33 years what an incredible accomplishment that will inspire generations of athletes to come …,0,1
<unk> break breakthrough in maryland on metro funding as hogan and house come together to suppo bill calling for 150 millio…,0,1
last friday i joined sachamber and shaun kennedy 2018 chairman of the board and san antonio regional chair of texas capital bank for a discussion on daca trade cyber security healthcare and other impoant issues facing san antonio tx20,0,1
we ll continue to work with the general assembly on this issue to make communities across our state safer,0,1
ajcglobal ajc applauds rep nitalowey & repchrissmith for their leadership in the fight against global anti-semitism and their call f…,0,1
thank you repjeffdenham,0,1
using individuals private data against their will or without their knowledge is unacceptable i will be working my colleagues in congress to get to the bottom of this in the meantime click below to learn how to protect your personal information,0,1
met yesterday with major general <unk> army director of military personnel management to discuss his work in recruiting our next generation of soldiers as well as programs for soldiers transitioning out of service,0,1
pleased to see uschamber join hundreds of organizations speaking out in suppo of this effo to allow debate on daca legislation read more about how 245 members are joining together in an effo to urge consideration of measures to protect d r e a mers,0,1
barbara bush was a graceful first lady who has dedicated her life to improving education and promoting literacy our family wishes barbara and the rest of the bush family the best during this difficult time,0,1
i am deeply saddened to learn of the passing of my friend and colleague congresswoman louise slaughter she was a committed advocate for upstate new york and a true pioneer for women in politics and beyond …,0,1
thank you chief steve <unk> for your years of service to our community – enjoy your retirement,0,1
nrdems interior secretaryzinke has referred to himself as a geologist at least 40 times in public settings including under oath befo…,0,1
i sat down with aipac to discuss the continue hostility of iran towards israel congress must continue to suppo our critical ally in the region and work to strengthen our relationship with israel,0,1
mayor claudia thomas paved the way for many other civic leaders in lakewood and pierce county she will be greatly missed read about her amazing life in a story by <unk> …,0,1
delighted to attend today s recycled rides event at dynasty auto body in paterson to honor u s army staff sergeant alex nieves for his bravery alex we thank you for your service,0,1
i didn t need to be protected i needed to be respected -- well said hannah thank you for joining our hearing & bravely sharing your harrowing story of sexual harassment at your welding job times up me too,0,1
housegop it s time for you to do your job and keep the government open & working for the american people,0,1
merry christmas & happy holidays from my family to yours,0,1
i am excited to suppo effos to bring the 2026 fifa world cup to the u s canada and mexico great for tourism economy and bringing together billions of fans around the world unity2026,0,1
the submission deadline for the congressional as challenge competition is next monday april 23rd can t wait to see all the entries …,0,1
as of this morning doesn t seem they re vetting their own emails,0,1
fred guttenberg is speaking truth to power yesterday i had the chance to meet with him and hear about his daughter jaime who we will honor with action we won t be intimidated by the nra …,0,1
thank you all those who serve and defend libey s cause military appreciation month,0,1
happy bihday rep jimlangevin,0,1
at the hands of this administration 6/7,0,1
thanks for the recommendations govmurphy once selected these 16 areas in south jersey will have the oppounity to show off their full potential & i m excited to see how they ll grow into places that will attract & sustain the best new jersey has to offer …,0,1
honored to receive the american trade hero award from cpa_tradereform for my effos in suppo of trade and manufacturing policies that benefit america s manufacturers and workers the award is presented by the cpa to leaders who take action to correct failed trade policies,0,1
giffordscourage impoant editorial from the bostonglobe on repryancostello and repkathleenrice s bipaisan domestic violence bill…,0,1
holocaust remembrance day feels more impoant than ever in light of rising anti-semitism & holocaust denial around the world including here in u s …,0,1
i like taking credit for a lot of senjohnkennedy s quotes but this isn t one of them not to mention i was safely in line at <unk> getting my third cup of coffee for the morning when he was giving this interview …,0,1
i was proud to receive this award from csgjc to commemorate the 10th anniversary of the second chance act,0,1
graham cassidy will strip health care from millions of hardworking americans we must defeat this bill,0,1
meeks responds to the treasury depament community reinvestment act reform recommendations,0,1
<unk> from the excellent repdianadegette the epic you re the ceo of the company correct also we continue to have these…,0,1
my interview this morning w/ mariabairomo on flawed gop tax plan eliminating salt would devastate ny taxpayers,0,1
it s outrageous we have to fight every year to keep the special immigrant visa program alive an amazing display of veterans joined us today to demand that lawmakers meet our obligations to the brave iraqi & afghan men & women who risked their lives to help us save our,0,1
this week interior secretary zinke announced that he is moving forward with leasing the arctic refuge for oil and gas drilling this will compound the devastating impacts of climate change already being felt we must protect the arctic,0,1
i appreciate the suppo of the 3 300 dedicated public employees who make up the massachusetts organization of state engineers & scientists thank you for your endorsement …,0,1
it s long past time the irs got rid of their fax machines & 60s it systems and entered the digital age i joined repmikebishop today in passing the 21st century irs act through committee to enhance irs security measures keep taxpayers safe and ease burdens on small businesses,0,1
<unk> investing in clean energy technology is the kind of bipaisan approach to climatechange america s birds and people nee…,0,1
in the avalanche s first season in denver they won the stanley cup they did it again in 2001 good luck tonight at the sta of the playoffs in nashville guys – hat trick maybe go avs go …,0,1
just sent a letter to <unk> demanding the company take steps to ensure permanent solutions to the recurring preparedness personnel and communication problems in its storm response effos most recently with winter storms riley and quinn -->,0,1
i led a bipaisan letter with reptommacahur and our colleagues urging potus and our european allies to sanction iran s ballistic missile program thank you repcharliecrist reppeteking repgallagher repmikebishop and repjoewilson for your leadership,0,1
iowapork several iowa pork producers visited washington d c this week to meet with legislators and congressional staff they emphasiz…,0,1
best thing to happen in washington in years congratulations <unk> go cards,0,1
former first lady barbara bush lived a long and great life in service to others i extend my condolences to the bush family,0,1
i agree with <unk> we need the general assembly to find the moral courage to override the veto of the lifesaving gun dealer licensing act <unk>,0,1
school walkouts in marion county over school shootings have been canceled because of a school shooting,0,1
visitthecapitol flags at the us capitol have been lowered to half-staff until fuher notice to honor those who died in the tragedy in…,0,1
happy military spouse appreciation day to military spouses as a senior member of the house armed services committee military family suppo is one of my top priorities & remains crucial for military readiness i admire your strength resilience and steadfast suppo,0,1
<unk> <unk> <unk> <unk> thanks for taking the time to meet,0,1
sending a big thank you to my colleagues in the us senate for their commitment in helping kids with cancer by increasing resources for childhood cancer research …,0,1
tomorrow at 10 19 am pst the great <unk> will take place --- are you prepared in the event of an eahquake,0,1
the trump administration needs to present congress a <unk> <unk> all military diplomatic & humanitarian <unk> prevent chemical weapons usage & end this crisis i stand ready to work with my colleagues the executive & our allies to address this tragedy,0,1
congrats as well to principal athena <unk> who is retiring this week after spending 33 years at the school 2/2,0,1
<unk> today s century club brunch was a tremendous <unk> success wonderful to see & hear from so many democr…,0,1
nurses are on the front lines of america s growing opioid epidemic empowering them to prescribe <unk> treatments would save lives & help close the massive treatment gap visit to find out more about my work to combat america s opioidcrisis …,0,1
my letter urging dem leadership to extend tax credits for electric and alternative fuel vehicles cutting back on greenhouse gas emissions should be a top priority,0,1
this is a stunning waste of military resources the administration has given troops no clear mission no estimated time of deployment & no indication of cost asylum seekers heading to border intend to surrender to the nearly 20 000 border patrol agent currently in place …,0,1
next monday i ll be bentleyu to talk the impoance of nih suppoed research to our commonwealth more info below …,0,1
enjoyed being on majicatl with <unk> earlier today thanks for getting the word out about my jobs fair this friday to your listeners,0,1
teachers provide our youth with incredible oppounities that give them a stronger brighter future our dynamic nyc teachers spark students curiosity daily guiding them to become the next generation of leaders thank a teacher national teacher appreciation week,0,1
deeply saddened to learn of nancy mcfadden s passing it was an honor to work with her throughout my time in sacramento my condolences to her family and colleagues california is better because of her,0,1
y presupuestos <unk> y que se <unk> a los mismos,0,1
thanks to <unk> lancaster family health center in salem for providing local and comprehensive family healthcare,0,1
last night we hosted students and parents from across the tenth district to learn about the application and nomination process for the five us military service academies thank you to all who joined learn more on our website …,0,1
always enjoy talking with brian <unk> over at <unk> in <unk> thanks for having me on,0,1
you can read more about our bill in thehill online opioid epidemic,0,1
i enjoyed meeting with the nevada cattlemen s association to hear from them about how <unk> plays a pivotal role in sustaining our state s rural economy,0,1
i truly enjoyed my fellowship at the <unk> <unk> temple my prayer for our nation and the world is for greater unity and peace,0,1
<unk> know a veteran that deserves to be recognized share their story with us at <unk> gmail com,0,1
the american dream depends on a strong foundation — good jobs affordable education robust infrastructure sotu,0,1
saw this great <unk> sign in austin,0,1
23 years ago today eileen marie collins became the first woman to pilot the space shuttle colonel collins remains an inspiration to every american – gender should never be a barrier to anyone s success,0,1
truly history will record that she gave her last full measure of devotion to our nation and libey s cause we bow before her we shall miss her deeply and always … 2/2,0,1
this year one of the dedicated individuals i honored w/ a congressional victims rights caucus award was fresno s arien pauls she both serves human trafficking survivors at btcfresno & works to prevent human trafficking through multiple programs at justicecoorg,0,1
the second district continues to be a hub for growth and innovation in the energy sector i l02 proud,0,1
the 2018 congressional a competition is underway please join us tomorrow as we announce the winning aist and other top finalists all paicipating aists will be honored during the program be sure to come out and suppo our local aists,0,1
i now encourage a diligent steadfast search for a nominee who can ably serve our nation s veterans brave men and women who are deserving of the best healthcare in the world,0,1
we had a great visit today with 5th graders from lone star elementary school in fresno during their field trip to the state capital future leaders,0,1
last week we celebrated <unk> this week the house will consider several bills to suppo and promote these critical employers,0,1
for years the second district has been a leader in renewable energy jobs glad to see will county taking another bold step forward i l02 proud …,0,1
the volunteers <unk> are doing an outstanding job today thanks,0,1
if you missed it -- you can read my remarks as delivered here,0,1
eximbankus fulfills a critical function in helping u s business & workers compete on a level playing field when it comes to selling american products overseas now is not the time to abandon effos to install a full-time senate-confirmed president,0,1
<unk> my favorite street in washington dc,0,1
take a look at the aflcio s 2018 death on the job repo & join me in standing strongly against effos to <unk> worker safety protections …,0,1
may is military appreciation month the u s military is the greatest fighting force in history and the men and women who serve in it must be honored and <unk> rewarded -- never neglected,0,1
lake county students made us so proud this week as they stood up and spoke out to honor the memory of students killed in parkland florida click to read more about these inspiring students …,0,1
general mattis is the only cabinet member with true and bi-paisan respect on the hill proud to have helped move along his appointment …,0,1
realdonaldtrump ended the daca program in sept 2017 democrats have been working ever since to restore the program and provide protection for dreamers so they can stay in the only place they ve called home,0,1
fake news,0,1
our intel officers & allies make sure threats to the us are addressed and sharing info puts their mission & safety of our country at risk,0,1
we must continue to work towards a solution that will protect soldiers from unfair collection effos in the future,0,1
holocaust education is still deeply necessary to teach our children how hatred and indifference can lead to systematic genocidal murder i joined repmaloney to introduce the never again education act to help fund holocaust education across the country …,0,1
fdny in response to the fatal fire on 4/25 the fdny fire safety education unit is sharing safety info in walgreens <unk> boston rd …,0,1
great time talking about govt today w/ 5th graders at john st school in franklin park ny04 thx for having me & for your great questions,0,1
in college i was a radio <unk> calling notre dame football and basketball games,0,1
favorite president favorite team opening day,0,1
a lot of productive meetings today pleased that chris van <unk> and jeff <unk> of <unk> inc in west warwick dropped in with some of their colleagues to talk about water treatment issues,0,1
nearly a year ago i asked usedgov to work with other federal agencies to help disabled americans discharge student loan debt this week they panered with the va … it s a good first step for our vets but we can do more to ease the paperwork burden,0,1
it s not a flash drive i m holding - it s an e-cigarette that can be charged in the <unk> po of a computer and that offers <unk> flavors like mango cool mint and fruit medley f d a s delay in regulating e-cigarettes could very well open pandora,0,1
<unk> colin kaepernick was honored today with amnesty international s 2018 ambassador of conscience award which is given <unk>,0,1
my statement regarding potus s <unk> of realsheriffjoe during hurricane harvey,0,1
april is national minority health month let s work together to ensure americans of all backgrounds can celebrate many more of life s impoant milestones <unk> …,0,1
be best,0,1
this saturday i will be hosting a town hall in summit county to discuss the new tax law s impact on you and your family you can register to attend here …,0,1
whitehouse has named seattle as a <unk> it s an honor 2 rep a district so committed 2 act on climate,0,1
it s national volunteer week here s team clark paicipating in a natick town wide clean-up with <unk> join us in getting out there to make our community a greener and safer place,0,1
happy new year,0,1
watch rep correa on the house floor now,0,1
i m pleased by the release of the three detainees from noh korea while this is good news we still need a long-term diplomatic solution to ensure peace with the noh koreans and i ll continue to monitor this situation …,0,1
i ve offered two amendments to the faa reauthorization act that will fuher ensure our nation s airline passengers flight crews and airpos are safe from <unk> accidents and cyberattacks …,0,1
from meeting with the first female head of <unk> to meeting with americans who count on medicare & social security for daily security this was a week we ll be remembering for a while …,0,1
americanlegion natl cmdr praises bill to provide overdue benefits to atom veterans senfranken <unk>,0,1
i heard incredible messages of hope resilience and optimism for armenia s future at the commemoration for the 103rd anniversary of the armenian genocide special thanks to anca_dc aramac_dc and my colleagues especially caucus co-chair repdavetrott for a great evening,0,1
pleased to testify this morn before the thud appropriations subcommittee and say the investment to improve and expand the south shore rail line in nwi is but one example of the vast benefits that the capital investment grant program provides to communities throughout our nation,0,1
thank you to the 43 south jersey students who enlisted in the u s armed forces at the our community salutes event we recognized the sacrifices being made by these graduating seniors for our freedoms thank you for your service congressional record,0,1
following up on my official oversight visit last month i had a good meeting this afternoon with usnavy officials to discuss ongoing hurricane recovery & <unk> ordnance cleanup on vieques in pueo rico there is a lot more work to do to remediate & restore this area,0,1
i m inspired by the talented students who presented results from their hacking for defense courses to lawmakers at the capitol last night and proud to suppo this transformative program …,0,1
less than 10% of airline mechanics flight engineers repair personnel and airline pilots are women and with nearly a fifth of aerospace engineers nearing retirement age filling those jobs are vital to keeping our aerospace & aviation industries up & running,0,1
last week an all-female crew conducted a b-1 flight to ellswoh air force base in honor of the <unk> women of us military history who paved the way for females in the usairforce today womens history month …,0,1
